年,0.026996883933189098,5667
日,0.015758401839069524,3266
月,0.01270106283581085,2613
大,0.00931154582305814,1889
本,0.00809838220862237,1630
学,0.007946093123508483,1597
人,0.007214242537040158,1441
国,0.006187913467008602,1222
中,0.006028784131580242,1188
一,0.005815905707288155,1142
出,0.005511648914674608,1077
部,0.005466706977371075,1068
作,0.0051782767151384995,1006
会,0.0050888441741208795,987
名,0.004950258419739617,957
市,0.004931393729398714,953
地,0.004892624700915532,945
行,0.004853887283345265,937
時,0.004388384980302362,837
場,0.004306925413977286,820
生,0.004299452945405291,818
上,0.004225536094125321,803
子,0.004225435992901233,803
社,0.0040852187641830795,773
田,0.003956822260719556,745
合,0.0039340694280946276,740
後,0.0038921305275145257,731
代,0.0038875697752509264,730
第,0.003885945325561385,730
道,0.003863350547500838,725
東,0.003858970679905399,724
発,0.0037423176305760586,699
者,0.0036882577010690365,688
山,0.0036850948536193973,687
高,0.00367598915454867,685
戦,0.003657907712382419,681
事,0.0036063819243910833,670
用,0.0035308195494796746,654
長,0.0034514744019937815,637
間,0.003438650908336255,634
県,0.003432411265366475,633
画,0.0033727123002343373,620
所,0.0032941468885994973,604
立,0.0032695448175711905,598
成,0.003254489242232067,595
分,0.0032400009071629765,592
業,0.003222801058233582,588
校,0.0031266547105530673,568
新,0.003115241414842207,565
手,0.00309389175551672,561
川,0.003061609988820879,554
同,0.0030564152621379015,553
目,0.0030536457949373874,552
開,0.0030353026846590137,548
前,0.0029739213164970413,535
関,0.0028919120715202307,518
小,0.0028654467127939842,512
動,0.002836452481037477,506
定,0.002800684733115899,498
線,0.0028001385667878465,498
内,0.002785918924478159,495
主,0.002771110967956625,492
自,0.0027317185020249712,483
文,0.002703644499065627,477
和,0.0026628646652910315,469
的,0.002657327487051886,468
車,0.002641778430239494,464
駅,0.0026417310138701633,464
物,0.0025990035966299563,455
体,0.0025740924411202237,450
通,0.002573744721078519,450
野,0.002548350621066453,444
町,0.002545605740131518,444
公,0.0025270817451850114,440
家,0.002522273374103823,439
号,0.0025090442070643815,436
下,0.002505709255755717,435
入,0.002493265093052699,433
設,0.0024932352383016387,433
連,0.0024878245037140423,431
現,0.002458679242040407,425
外,0.0024580312183264397,425
放,0.002410937982785355,415
送,0.0024053094841312017,414
在,0.0024019991190881718,413
方,0.002377881748723998,408
番,0.002368222858677882,406
式,0.0023472016016139463,401
全,0.002342698802690668,400
機,0.0023205834568088,396
島,0.002308042705205293,393
村,0.0023023351792689772,392
選,0.002290489867748824,389
回,0.002241427974800203,379
京,0.0022337061312487916,377
平,0.0022126497509483145,373
表,0.0022060448263186427,371
度,0.0021989797872903893,370
原,0.0021918339648180907,368
記,0.0021906028953777024,368
世,0.0021727550227343406,364
女,0.0021691338170479746,363
明,0.002163624737398062,362
北,0.0021560591922492045,361
化,0.0021438538675546126,358
当,0.0021437397170359085,358
三,0.0020859637491038585,346
最,0.00208283778105256,345
数,0.002068296761128685,342
組,0.0020682686625393965,342
対,0.0020530322025322234,339
曲,0.002019868842599415,331
語,0.002018077557536302,331
法,0.0020079462599588704,329
初,0.0020077636191289105,329
海,0.0019922215869638826,326
演,0.0019805835025392127,323
書,0.0019780089693015035,323
神,0.0019703240051484605,321
力,0.001966945149794175,320
教,0.001961019859791302,319
位,0.0019430104202599607,315
区,0.0019416897865663918,315
理,0.001927621174173777,312
西,0.0019142585388355338,309
期,0.001912511157818042,309
見,0.001891440728223004,304
以,0.0018856664681372592,303
性,0.0018677659106391409,299
軍,0.0018318892806842846,291
多,0.001813516315654795,287
実,0.0017366087207842384,271
水,0.0017161933395504203,267
特,0.0017159597700275309,267
員,0.001702595378527405,264
経,0.0016883160267155972,261
都,0.0016616381724083307,255
品,0.001635488922810846,249
元,0.0016347759211092772,249
要,0.001634523033806179,249
編,0.001625852862868482,247
制,0.0016098717902467974,244
身,0.0016092395719892183,244
治,0.0016062295106185065,243
金,0.0015992276934160277,242
勝,0.0015709728057884398,236
使,0.0015699559880908986,235
正,0.0015366117434899573,228
木,0.00153356304655905,228
面,0.0015335525095880875,228
政,0.0015254864583186811,226
点,0.0015220127702257336,225
南,0.001506196776815738,222
鉄,0.0015048568253421268,221
置,0.0015011741539917578,221
民,0.0014846311095855769,217
電,0.0014762875847476042,215
加,0.0014680371364864109,214
共,0.001453273084010498,210
等,0.0014434157476779785,208
科,0.0014433402327195255,208
売,0.0014424516148351385,208
形,0.0014352618883173296,207
版,0.0014272573027118707,205
二,0.0014134608954022854,202
能,0.001412832189468527,202
映,0.0014070087568515133,201
口,0.0014027939684678747,200
王,0.0013892030320920012,197
務,0.0013711057844694174,193
像,0.0013664870788654415,192
活,0.0013658882276826878,192
気,0.0013566701342550003,190
美,0.0013526169127593413,189
来,0.0013524483212239424,189
界,0.0013505534226131433,188
優,0.001349670073214293,188
州,0.0013350149027717695,185
参,0.0013344178077506763,185
天,0.0013310933934129743,184
賞,0.0013296761708189164,184
取,0.0013289649252792302,184
空,0.0013272596921456437,184
称,0.001319769661955239,182
話,0.0013122989495452098,180
知,0.0012955679958234212,177
役,0.0012917659054689778,176
音,0.0012826724995310679,174
言,0.0012713979406044906,172
運,0.0012706463033427262,171
重,0.0012669495826979071,171
集,0.001265832663776112,170
楽,0.0012583953184406305,169
受,0.0012529424359691843,168
次,0.0012506365954909615,167
路,0.001247298131858643,166
持,0.0012421192106321088,165
結,0.0012405316403408806,165
別,0.0012345940572052738,164
団,0.001225491870458173,162
型,0.001218793869251722,160
報,0.0012181862372596663,160
岡,0.00121560467937476,160
郡,0.0012135833371123006,159
