13409060,年
6609560,月
5279797,日
2151298,第
1708157,市
1582851,県
1517105,者
1474368,日本
1396760,人
1329575,駅
1218708,的
1036843,町
927851,後
890957,放送
871717,号
853160,名
853063,中
760456,行う
757053,一
711927,回
711037,部
694892,時
674152,家
651900,村
650770,郡
648090,学校
625514,線
614054,昭和
612326,東京
591502,番組
590204,大
582839,会
578811,外部
574961,現在
555241,画像
539184,区
537817,二
521584,国
518480,世界
514680,関連
512882,三
511288,化
510339,前
506663,映画
499687,作品
494301,時代
488113,位
479593,版
476230,数
475901,賞
475844,本
467426,型
465412,州
464172,分
459987,上
451864,話
450967,元
449997,登場
446661,間
438440,社
436247,局
430773,項目
424796,出演
419519,平成
418142,地
417415,目
416726,道
413419,曲
413058,使用
411119,他
409161,持つ
406498,場合
404204,性
400771,監督
399939,軍
396583,発売
393616,選手
391093,新
389036,大学
386956,戦
383368,代表
377686,所
374175,活動
374165,研究
371521,呼ぶ
371334,機
369380,系
367560,内
366305,情報
363662,多い
362452,次
360989,鉄道
358758,脚注
355014,等
353113,時間
351613,主
341369,初
338734,万
337726,その後
335660,所属
335092,役
334634,受ける
330264,科
327321,作曲
324137,出身
322346,高等
320607,開始
316813,場
315345,公式
313954,学
308159,存在
304540,作
303756,車
301326,大会
301318,人物
298177,形
297808,一覧
292763,語
290458,株式会社
289091,法
288681,歳
288150,大阪
286367,音楽
284522,同
283885,当時
280325,事業
279526,歴史
277699,可能
276436,教育
273840,式
273630,一部
271748,見る
271202,約
270879,小学校
270186,出場
269738,全
268332,国際
267980,地域
267166,開発
265883,用
262206,関係
260839,収録
260505,事
259132,明治
257076,長
255499,期
254930,彼
254349,際
253655,概要
253557,使う
252631,旧
252268,声
250775,会社
250520,円
246948,優勝
242985,南
242596,設置
242389,十
241852,開催
241043,下
236596,作詞
236479,北
236173,度
234809,巻
234252,世
233799,力
232666,言う
231696,出版
231317,知る
230948,王
229632,変更
228202,担当
227084,廃止
226712,委員
225464,色
224659,都市
223795,高
223540,参加
223201,利用
223134,製作
222977,位置
222088,店
221859,事件
221258,中央
221092,名称
220405,氏
219911,市立
219537,一般
219386,級
219020,都
218577,以降
218517,東
218167,制作
217709,野球
214647,設立
211853,試合
211359,番
211156,高い
210501,中心
210385,番号
209495,年度
209110,年代
209006,機関
208388,発表
207803,その他
206974,以上
206893,同じ
206837,現
205093,問題
204508,代
202311,編
201904,参考
201888,子
201441,及び
200806,道路
200554,郵便
199986,地方
199888,用いる
199541,社会
198570,記録
198138,多く
197067,種
196277,中学校
195437,金
195213,路線
194566,点
194299,中国
192930,総
192824,以下
192278,体
190984,島
190900,施設
190680,編曲
190642,人口
189828,丁目
189008,文献
188746,文化
188340,別
187467,同年
186661,側
186378,攻撃
185637,女性
185254,西
184871,京都
182983,入る
182155,交通
182113,頃
181587,面
181474,四
180591,各
180379,記念
179930,名前
179915,所在地
179806,自分
179419,手
178553,物
177639,務める
177226,川
177024,選手権
176835,協会
176237,最終
175885,含む
175402,城
174819,内容
173506,地区
173242,必要
172774,両
172392,終了
172258,総合
171868,計画
171671,女
171638,制
171627,公開
171515,販売
171398,神
170563,世紀
170296,政治
170113,表記
169438,艦
168866,に対して
168496,史
168207,特別
168062,技術
167444,生
167202,漫画
166214,館
165991,員
165681,隊
164264,高校
163900,考える
163355,全国
163220,結果
163008,説明
162900,選挙
162617,卒業
162095,歌
161143,経済
160942,英語
160127,競技
160115,勝
160007,人間
159501,台
158470,五
158214,女子
157562,男
157518,営業
157160,国道
156972,劇場
156511,父
156133,科学
155908,戦争
155646,自身
154500,枠
153527,以外
152613,同様
152389,府
152285,指定
152251,得る
151709,車両
151385,に関する
150935,教授
150068,馬
150067,管理
149222,北海道
148851,再
148767,と共に
148750,星
148448,構成
148442,枚
147576,列車
147195,参照
147019,文庫
146787,当初
146701,花
146409,作る
