人,0.015171875970691787,1
一,0.027798755485871282,1
見,0.03735733181094744,1
言,0.04606545994077977,2
出,0.05457743429690974,1
子,0.06254833980409441,1
大,0.0698638928680344,1
思,0.07684913040621202,2
手,0.0836606683812905,1
分,0.09027847338232449,2
彼,0.0968302382786778,8
中,0.1033623377716347,1
女,0.10987587013372405,1
気,0.11636958183923227,1
上,0.12270499854763521,1
間,0.12876561711910398,2
日,0.13472630439068198,1
二,0.1403712584356243,1
自,0.14596309864104245,2
行,0.15135665177899799,2
時,0.15657615459665927,2
何,0.1617114641872649,2
事,0.16674195487772042,3
生,0.17173006144875053,1
私,0.17666652046033424,6
前,0.18155516724114565,2
来,0.1859257743954102,2
方,0.19027382958706635,2
本,0.19453959484070898,1
目,0.19875494306014702,1
十,0.20295384594224183,1
三,0.20706472601872483,1
者,0.21113050216999102,3
下,0.21500748469853362,1
年,0.21888178767211053,1
話,0.22269243108983897,2
知,0.22644476256141444,2
入,0.2301296163988212,1
立,0.23373945419742398,1
部,0.2372778640308249,3
家,0.2407696404076337,2
心,0.24413048084855368,2
今,0.247470839369328,2
男,0.25077986549738096,1
小,0.25402715260898145,1
後,0.257221176377991,2
顔,0.2603867313130194,2
長,0.2635144102210969,2
体,0.26659103383187704,2
物,0.2696515801128629,3
合,0.2726334130292015,2
声,0.2754728615248085,2
地,0.27829324262928606,2
屋,0.28105003317933064,3
場,0.2838054609514205,2
口,0.28654944598878557,1
身,0.2892652899488927,3
聞,0.2919674831289814,2
的,0.2946535069773886,4
持,0.29732693806748056,3
会,0.29999805761015574,2
意,0.3026355217124569,3
度,0.30525389542315684,3
当,0.30786801404657216,2
同,0.31044391738607735,2
感,0.3129838652380276,3
先,0.3154723610345419,1
動,0.31789517323368854,3
明,0.3202925354107789,2
少,0.3226345872032873,2
不,0.3249724184092188,4
通,0.32728124027008165,2
力,0.32957887240140954,1
考,0.3318595531850145,2
山,0.33413583512838596,1
向,0.336378507632327,3
実,0.3386040102840629,3
田,0.34080023333518633,1
無,0.34299384008264155,4
国,0.34517527958051,2
理,0.3473554943032546,2
五,0.34953535251868617,1
死,0.3516909797370673,3
名,0.35381997815921196,1
神,0.35594262270101945,3
所,0.3580122166546002,3
学,0.36006990786402,1
取,0.3620783780637692,3
面,0.3640812073978073,3
書,0.36607820036212396,2
笑,0.3680537108857713,4
外,0.3700150761192564,2
代,0.3719596395080852,3
四,0.37390403039337544,1
月,0.3758391980894704,1
道,0.37775683942604715,2
高,0.3796705994330062,2
金,0.3815804551098757,1
美,0.38348218587007876,3
内,0.38536858681582137,2
世,0.3872333673180638,3
頭,0.3890862105754375,2
戦,0.39092280399947843,4
全,0.39275854065594445,3
作,0.3945927017800916,2
近,0.39640971605250536,2
様,0.39820881870749814,3
切,0.40000693234220314,2
相,0.4017853345725681,3
足,0.4035424153655664,1
真,0.4052969603565478,3
葉,0.40704868203961464,3
最,0.4087959358810327,4
郎,0.41053109147427935,8
情,0.4121942498406469,5
発,0.41385694244746035,3
変,0.4155099806062321,4
夜,0.4171530365602389,2
食,0.41879275744583344,2
白,0.4204095928619783,1
性,0.4220215579282177,5
然,0.4236332699892672,4
信,0.42524272225396154,4
主,0.4268509152428243,3
味,0.428458395217061,3
用,0.4300608783387973,2
新,0.4316459443532565,2
音,0.43322274169810043,1
対,0.43478399647411964,3
夫,0.4363440207248971,4
文,0.43789741508967567,1
木,0.4394476928905242,1
殺,0.4409746769635485,4
着,0.4424955601614255,3
車,0.4440106529905247,1
引,0.44552521680877233,2
水,0.4470372850758287,1
現,0.4485482838209459,5
込,0.4500450797747213,8
親,0.4515410822122193,2
悪,0.4530330193163251,3
以,0.45452145459859805,4
色,0.45600937812037323,2
野,0.4574953006011011,2
空,0.45896806106183646,1
教,0.4604360719251433,2
父,0.4618954288609321,2
結,0.46334487259337137,4
君,0.4647903832451314,3
開,0.46623079929238576,3
正,0.46766818502747937,1
連,0.4691019194376733,4
関,0.47053409556590226,4
川,0.4719628388737137,1
仕,0.47339012165156535,3
八,0.4748168869188013,1
歩,0.4762349407573397,2
返,0.4776512695604924,3
落,0.47906662659371124,3
問,0.4804502314755982,3
太,0.4818225891267707,2
風,0.4831878971333338,2
僕,0.4845442234556557,8
帰,0.48589865798917126,2
次,0.4872480324188889,3
軍,0.4885907252115462,4
俺,0.48992694912150725,8
天,0.49126202875799585,1
違,0.49257670697599015,8
重,0.4938898039115476,3
光,0.4951998820351801,2
機,0.4965068665953544,4
母,0.49779988986914087,2
使,0.4990919586233472,3
別,0.5003635742079977,4
数,0.5016342237728322,2
待,0.5029030217996862,3
直,0.5041672542328861,2
命,0.5054274213326938,3
回,0.5066808320439077,2
六,0.5079294356565136,1
多,0.5091757104713489,2
表,0.5103927459363974,3
馬,0.511608090866768,2
平,0.5128178926834326,3
社,0.5140276542492715,2
強,0.5152236442826151,2
原,0.5164183175389476,2
兵,0.5176104952440889,4
電,0.518799314880346,2
士,0.5199842761874574,4
要,0.5211614690852152,4
御,0.5223180535602325,8
受,0.5234720734826432,3
誰,0.5246172669739974,8
好,0.5257621959599257,4
指,0.526903393119303,3
眼,0.5280392714195746,5
決,0.5291735281865837,3
王,0.5303064164255201,1
起,0.5314375278780094,3
七,0.5325641197377882,1
初,0.5336902458380128,4
海,0.5348118235949374,2
安,0.5359322915790972,3
残,0.5370485332265621,4
調,0.5381642113624677,3
飛,0.5392711148183783,4
解,0.5403726936650652,5
流,0.541472604977546,3
東,0.5425692502230299,2
姿,0.5436592943331048,6
呼,0.5447471418981219,6
早,0.5458268300457648,1
