つ,っ
く,っ
か,が
は,ば
し,じ
く,ぐ
こ,ご
は,ぱ
さ,ざ
ほ,ぽ
ふ,ぶ
と,ど
た,だ
つ,づ
ほ,ぼ
ふ,ぷ
ひ,び
へ,ぺ
き,ぎ
ひ,ぴ
そ,ぞ
き,っ
ち,っ
す,ず
ち,ぢ
け,げ
へ,べ
ち,じ
